t	x	y
2.506000e-1	1.268963e-1	2.757420e-2
2.508000e-1	1.293309e-1	2.849647e-2
2.510000e-1	1.317315e-1	2.934162e-2
2.512000e-1	1.340978e-1	3.010913e-2
2.514000e-1	1.364293e-1	3.079853e-2
2.516000e-1	1.387253e-1	3.140935e-2
2.518000e-1	1.409856e-1	3.194120e-2
2.520000e-1	1.432094e-1	3.239372e-2
2.522000e-1	1.453965e-1	3.276657e-2
2.524000e-1	1.475464e-1	3.305948e-2
2.526000e-1	1.496585e-1	3.327222e-2
2.528000e-1	1.517324e-1	3.340457e-2
2.530000e-1	1.537677e-1	3.345640e-2
2.532000e-1	1.557639e-1	3.342760e-2
2.534000e-1	1.577205e-1	3.331808e-2
2.536000e-1	1.596372e-1	3.312784e-2
2.538000e-1	1.615135e-1	3.285689e-2
2.540000e-1	1.633490e-1	3.250530e-2
2.542000e-1	1.651433e-1	3.207317e-2
2.544000e-1	1.668959e-1	3.156066e-2
2.546000e-1	1.686065e-1	3.096796e-2
2.548000e-1	1.702747e-1	3.029533e-2
2.550000e-1	1.719000e-1	2.954304e-2
2.552000e-1	1.734821e-1	2.871143e-2
2.554000e-1	1.750207e-1	2.780087e-2
2.556000e-1	1.765153e-1	2.681180e-2
2.558000e-1	1.779655e-1	2.574467e-2
2.560000e-1	1.793711e-1	2.460000e-2
2.562000e-1	1.807316e-1	2.337836e-2
2.564000e-1	1.820468e-1	2.208033e-2
2.566000e-1	1.833163e-1	2.070658e-2
2.568000e-1	1.845398e-1	1.925780e-2
2.570000e-1	1.857169e-1	1.773472e-2
2.572000e-1	1.868474e-1	1.613813e-2
2.574000e-1	1.879309e-1	1.446887e-2
2.576000e-1	1.889672e-1	1.272780e-2
2.578000e-1	1.899559e-1	1.091585e-2
2.580000e-1	1.908968e-1	9.033984e-3
2.582000e-1	1.917895e-1	7.083204e-3
2.584000e-1	1.926340e-1	5.064566e-3
2.586000e-1	1.934298e-1	2.979168e-3
2.588000e-1	1.941768e-1	8.281504e-4
2.590000e-1	1.948746e-1	-1.387302e-3
2.592000e-1	1.955232e-1	-3.665962e-3
2.594000e-1	1.961222e-1	-6.006559e-3
2.596000e-1	1.966714e-1	-8.407779e-3
2.598000e-1	1.971707e-1	-1.086827e-2
2.600000e-1	1.976198e-1	-1.338663e-2
2.602000e-1	1.980186e-1	-1.596142e-2
2.604000e-1	1.983668e-1	-1.859116e-2
2.606000e-1	1.986644e-1	-2.127434e-2
2.608000e-1	1.989111e-1	-2.400938e-2
2.610000e-1	1.991069e-1	-2.679470e-2
2.612000e-1	1.992515e-1	-2.962865e-2
2.614000e-1	1.993449e-1	-3.250956e-2
2.616000e-1	1.993869e-1	-3.543570e-2
2.618000e-1	1.993774e-1	-3.840532e-2
2.620000e-1	1.993164e-1	-4.141665e-2
2.622000e-1	1.992037e-1	-4.446784e-2
2.624000e-1	1.990392e-1	-4.755704e-2
2.626000e-1	1.988230e-1	-5.068234e-2
2.628000e-1	1.985548e-1	-5.384183e-2
2.630000e-1	1.982348e-1	-5.703354e-2
2.632000e-1	1.978629e-1	-6.025546e-2
2.634000e-1	1.974389e-1	-6.350558e-2
2.636000e-1	1.969630e-1	-6.678183e-2
2.638000e-1	1.964351e-1	-7.008213e-2
2.640000e-1	1.958553e-1	-7.340435e-2
2.642000e-1	1.952235e-1	-7.674635e-2
2.644000e-1	1.945397e-1	-8.010596e-2
2.646000e-1	1.938041e-1	-8.348097e-2
2.648000e-1	1.930167e-1	-8.686916e-2
2.650000e-1	1.921776e-1	-9.026828e-2
2.652000e-1	1.912867e-1	-9.367606e-2
2.654000e-1	1.903443e-1	-9.709020e-2
2.656000e-1	1.893504e-1	-1.005084e-1
2.658000e-1	1.883052e-1	-1.039283e-1
2.660000e-1	1.872087e-1	-1.073475e-1
2.662000e-1	1.860612e-1	-1.107637e-1
2.664000e-1	1.848627e-1	-1.141746e-1
2.666000e-1	1.836135e-1	-1.175775e-1
2.668000e-1	1.823137e-1	-1.209703e-1
2.670000e-1	1.809635e-1	-1.243504e-1
2.672000e-1	1.795631e-1	-1.277154e-1
2.674000e-1	1.781127e-1	-1.310628e-1
2.676000e-1	1.766126e-1	-1.343902e-1
2.678000e-1	1.750631e-1	-1.376951e-1
2.680000e-1	1.734643e-1	-1.409750e-1
2.682000e-1	1.718166e-1	-1.442275e-1
2.684000e-1	1.701203e-1	-1.474501e-1
2.686000e-1	1.683756e-1	-1.506403e-1
2.688000e-1	1.665829e-1	-1.537955e-1
2.690000e-1	1.647425e-1	-1.569135e-1
2.692000e-1	1.628548e-1	-1.599915e-1
2.694000e-1	1.609201e-1	-1.630273e-1
2.696000e-1	1.589388e-1	-1.660182e-1
2.698000e-1	1.569113e-1	-1.689620e-1
2.700000e-1	1.548380e-1	-1.718561e-1
2.702000e-1	1.527193e-1	-1.746980e-1
2.704000e-1	1.505558e-1	-1.774855e-1
2.706000e-1	1.483478e-1	-1.802160e-1
2.708000e-1	1.460958e-1	-1.828872e-1
2.710000e-1	1.438003e-1	-1.854968e-1
2.712000e-1	1.414618e-1	-1.880424e-1
2.714000e-1	1.390809e-1	-1.905217e-1
2.716000e-1	1.366581e-1	-1.929323e-1
2.718000e-1	1.341939e-1	-1.952721e-1
2.720000e-1	1.316890e-1	-1.975388e-1
2.722000e-1	1.291438e-1	-1.997302e-1
2.724000e-1	1.265592e-1	-2.018442e-1
2.726000e-1	1.239356e-1	-2.038786e-1
2.728000e-1	1.212737e-1	-2.058313e-1
2.730000e-1	1.185742e-1	-2.077004e-1
2.732000e-1	1.158378e-1	-2.094837e-1
2.734000e-1	1.130652e-1	-2.111795e-1
2.736000e-1	1.102572e-1	-2.127856e-1
2.738000e-1	1.074144e-1	-2.143004e-1
2.740000e-1	1.045376e-1	-2.157219e-1
2.742000e-1	1.016278e-1	-2.170486e-1
2.744000e-1	9.868551e-2	-2.182786e-1
2.746000e-1	9.571175e-2	-2.194104e-1
2.748000e-1	9.270733e-2	-2.204425e-1
2.750000e-1	8.967313e-2	-2.213733e-1
2.752000e-1	8.661005e-2	-2.222014e-1
2.754000e-1	8.351901e-2	-2.229255e-1
2.756000e-1	8.040096e-2	-2.235444e-1
2.758000e-1	7.725686e-2	-2.240568e-1
2.760000e-1	7.408772e-2	-2.244617e-1
2.762000e-1	7.089455e-2	-2.247580e-1
2.764000e-1	6.767839e-2	-2.249449e-1
2.766000e-1	6.444031e-2	-2.250215e-1
2.768000e-1	6.118141e-2	-2.249870e-1
2.770000e-1	5.790282e-2	-2.248409e-1
2.772000e-1	5.460568e-2	-2.245826e-1
2.774000e-1	5.129116e-2	-2.242117e-1
2.776000e-1	4.796049e-2	-2.237279e-1
2.778000e-1	4.461488e-2	-2.231309e-1
2.780000e-1	4.125561e-2	-2.224208e-1
2.782000e-1	3.788397e-2	-2.215975e-1
2.784000e-1	3.450129e-2	-2.206613e-1
2.786000e-1	3.110894e-2	-2.196123e-1
2.788000e-1	2.770829e-2	-2.184512e-1
2.790000e-1	2.430079e-2	-2.171783e-1
2.792000e-1	2.088789e-2	-2.157946e-1
2.794000e-1	1.747109e-2	-2.143007e-1
2.796000e-1	1.405192e-2	-2.126978e-1
2.798000e-1	1.063197e-2	-2.109871e-1
2.800000e-1	7.212846e-3	-2.091698e-1
2.802000e-1	3.796201e-3	-2.072475e-1
2.804000e-1	3.837344e-4	-2.052220e-1
2.806000e-1	-3.022811e-3	-2.030949e-1
2.808000e-1	-6.421646e-3	-2.008685e-1
2.810000e-1	-9.810935e-3	-1.985450e-1
2.812000e-1	-1.318879e-2	-1.961268e-1
2.814000e-1	-1.655328e-2	-1.936166e-1
2.816000e-1	-1.990240e-2	-1.910173e-1
2.818000e-1	-2.323411e-2	-1.883319e-1
2.820000e-1	-2.654630e-2	-1.855639e-1
2.822000e-1	-2.983679e-2	-1.827167e-1
2.824000e-1	-3.310335e-2	-1.797942e-1
2.826000e-1	-3.634366e-2	-1.768005e-1
2.828000e-1	-3.955535e-2	-1.737399e-1
2.830000e-1	-4.273594e-2	-1.706171e-1
2.832000e-1	-4.588289e-2	-1.674370e-1
2.834000e-1	-4.899357e-2	-1.642049e-1
2.836000e-1	-5.206524e-2	-1.609263e-1
2.838000e-1	-5.509506e-2	-1.576071e-1
2.840000e-1	-5.808009e-2	-1.542536e-1
2.842000e-1	-6.101723e-2	-1.508725e-1
2.844000e-1	-6.390330e-2	-1.474708e-1
2.846000e-1	-6.673494e-2	-1.440560e-1
2.848000e-1	-6.950863e-2	-1.406361e-1
2.850000e-1	-7.222068e-2	-1.372195e-1
2.852000e-1	-7.486719e-2	-1.338153e-1
2.854000e-1	-7.744406e-2	-1.304330e-1
2.856000e-1	-7.994690e-2	-1.270829e-1
2.858000e-1	-8.237104e-2	-1.237760e-1
2.860000e-1	-8.471150e-2	-1.205239e-1
2.862000e-1	-8.696285e-2	-1.173393e-1
2.864000e-1	-8.911924e-2	-1.142360e-1
2.866000e-1	-9.117422e-2	-1.112290e-1
2.868000e-1	-9.312066e-2	-1.083345e-1
2.870000e-1	-9.495053e-2	-1.055707e-1
2.872000e-1	-9.665468e-2	-1.029581e-1
2.874000e-1	-9.822242e-2	-1.005199e-1
2.876000e-1	-9.964093e-2	-9.828334e-2
2.878000e-1	-1.008942e-1	-9.628143e-2
2.880000e-1	-1.019610e-1	-9.455637e-2
2.882000e-1	-1.028101e-1	-9.316743e-2
2.886000e-1	-9.999183e-2	-8.886772e-2
2.888000e-1	-1.028504e-1	-8.545834e-2
2.890000e-1	-1.051379e-1	-8.807952e-2
2.892000e-1	-1.041415e-1	-8.988013e-2
2.894000e-1	-1.009284e-1	-8.702451e-2
2.896000e-1	-9.801851e-2	-8.495793e-2
2.898000e-1	-9.775232e-2	-8.767333e-2
2.900000e-1	-1.006190e-1	-8.912299e-2
2.902000e-1	-1.016070e-1	-8.751816e-2
2.904000e-1	-9.969165e-2	-8.771121e-2
2.906000e-1	-1.000867e-1	-9.094591e-2
2.908000e-1	-1.030585e-1	-9.208390e-2
2.910000e-1	-9.968932e-2	-8.880435e-2
2.912000e-1	-1.018846e-1	-9.155156e-2
2.914000e-1	-1.041097e-1	-9.425935e-2
2.916000e-1	-1.007325e-1	-9.095775e-2
2.918000e-1	-1.036729e-1	-9.219351e-2
2.920000e-1	-1.041973e-1	-9.549228e-2
2.922000e-1	-1.021319e-1	-9.537762e-2
2.924000e-1	-1.040732e-1	-9.248866e-2
2.926000e-1	-1.047394e-1	-9.584257e-2
2.928000e-1	-1.014022e-1	-9.265076e-2
2.930000e-1	-1.004312e-1	-9.448885e-2
2.932000e-1	-1.038510e-1	-9.281925e-2
2.934000e-1	-1.008517e-1	-9.052475e-2
2.936000e-1	-1.042423e-1	-8.821337e-2
2.938000e-1	-1.045904e-1	-9.142162e-2
2.940000e-1	-1.014551e-1	-8.877275e-2
2.942000e-1	-9.907233e-2	-8.796814e-2
2.944000e-1	-1.008508e-1	-9.113407e-2
2.946000e-1	-1.025185e-1	-8.856696e-2
2.948000e-1	-1.003100e-1	-8.814773e-2
2.950000e-1	-1.011781e-1	-9.155199e-2
2.952000e-1	-1.034742e-1	-9.416070e-2
2.954000e-1	-1.001945e-1	-9.112561e-2
2.956000e-1	-1.035493e-1	-9.045389e-2
2.958000e-1	-1.010384e-1	-8.935559e-2
2.960000e-1	-1.033861e-1	-9.188697e-2
2.962000e-1	-1.003961e-1	-8.961625e-2
2.964000e-1	-1.037482e-1	-8.703331e-2
2.966000e-1	-1.012194e-1	-8.589324e-2
2.968000e-1	-1.022076e-1	-8.931110e-2
2.970000e-1	-1.029177e-1	-9.267881e-2
2.972000e-1	-9.960437e-2	-8.955229e-2
2.974000e-1	-1.020841e-1	-9.186454e-2
2.976000e-1	-1.007205e-1	-9.308090e-2
2.978000e-1	-1.019750e-1	-9.648294e-2
2.980000e-1	-1.005867e-1	-9.765741e-2
2.982000e-1	-1.022111e-1	-1.009233e-1
2.984000e-1	-9.974840e-2	-9.993638e-2
2.986000e-1	-1.028162e-1	-9.665358e-2
2.988000e-1	-1.012905e-1	-9.758732e-2
2.990000e-1	-1.006507e-1	-9.987702e-2
2.992000e-1	-1.016979e-1	-9.818171e-2
2.994000e-1	-1.028268e-1	-1.015993e-1
2.996000e-1	-9.967970e-2	-9.891937e-2
2.998000e-1	-9.791901e-2	-9.941640e-2
3.000000e-1	-1.009843e-1	-1.002365e-1
3.002000e-1	-9.944983e-2	-1.011544e-1
3.004000e-1	-1.003924e-1	-1.045685e-1
3.006000e-1	-1.005826e-1	-1.076759e-1
3.008000e-1	-9.988831e-2	-1.098960e-1
3.010000e-1	-1.017165e-1	-1.130238e-1
3.012000e-1	-9.831963e-2	-1.096679e-1
3.014000e-1	-1.009014e-1	-1.117876e-1
3.016000e-1	-9.909979e-2	-1.122054e-1
3.018000e-1	-1.013897e-1	-1.148231e-1
3.020000e-1	-9.808684e-2	-1.117251e-1
3.022000e-1	-1.014859e-1	-1.105864e-1
3.024000e-1	-9.807907e-2	-1.072027e-1
3.026000e-1	-1.014602e-1	-1.048098e-1
3.028000e-1	-9.894986e-2	-1.037128e-1
3.030000e-1	-9.829165e-2	-1.059792e-1
3.032000e-1	-1.004399e-1	-1.087856e-1
3.034000e-1	-9.708143e-2	-1.055356e-1
3.036000e-1	-1.000632e-1	-1.066417e-1
3.038000e-1	-9.760998e-2	-1.056766e-1
3.040000e-1	-9.902517e-2	-1.090367e-1
3.042000e-1	-9.797420e-2	-1.107555e-1
3.044000e-1	-9.951423e-2	-1.140650e-1
3.046000e-1	-9.676572e-2	-1.123998e-1
3.048000e-1	-9.873002e-2	-1.094862e-1
3.050000e-1	-9.880306e-2	-1.125069e-1
3.052000e-1	-9.641697e-2	-1.116948e-1
3.054000e-1	-9.983301e-2	-1.097545e-1
3.056000e-1	-9.641412e-2	-1.063375e-1
3.058000e-1	-9.983406e-2	-1.046368e-1
3.060000e-1	-9.728359e-2	-1.034462e-1
3.062000e-1	-9.766132e-2	-1.066713e-1
3.064000e-1	-9.878764e-2	-1.048566e-1
3.066000e-1	-9.808357e-2	-1.070640e-1
3.068000e-1	-9.522156e-2	-1.051180e-1
3.070000e-1	-9.838969e-2	-1.055273e-1
3.072000e-1	-9.583493e-2	-1.043266e-1
3.074000e-1	-9.912694e-2	-1.041001e-1
3.076000e-1	-9.701678e-2	-1.038915e-1
3.078000e-1	-9.457242e-2	-1.029468e-1
3.080000e-1	-9.763950e-2	-1.037603e-1
3.082000e-1	-9.567056e-2	-1.038448e-1
3.084000e-1	-9.778974e-2	-1.066861e-1
3.086000e-1	-9.494660e-2	-1.047872e-1
3.088000e-1	-9.818104e-2	-1.048825e-1
3.090000e-1	-9.508960e-2	-1.023489e-1
3.092000e-1	-9.628199e-2	-1.057605e-1
3.094000e-1	-9.738088e-2	-1.039869e-1
3.096000e-1	-9.548530e-2	-1.042195e-1
3.098000e-1	-9.471604e-2	-1.063407e-1
3.100000e-1	-9.669853e-2	-1.093305e-1
3.102000e-1	-9.347569e-2	-1.064487e-1
3.104000e-1	-9.677162e-2	-1.061979e-1
3.106000e-1	-9.348361e-2	-1.031403e-1
3.108000e-1	-9.667912e-2	-1.000461e-1
3.110000e-1	-9.487713e-2	-1.004632e-1
3.112000e-1	-9.429731e-2	-1.028274e-1
3.114000e-1	-9.696704e-2	-9.941781e-2
3.116000e-1	-9.514596e-2	-9.979766e-2
3.118000e-1	-9.591696e-2	-1.031819e-1
3.120000e-1	-9.606947e-2	-1.062625e-1
3.122000e-1	-9.397409e-2	-1.060851e-1
3.124000e-1	-9.685614e-2	-1.074917e-1
3.126000e-1	-9.348492e-2	-1.042065e-1
3.128000e-1	-9.559335e-2	-1.070605e-1
3.130000e-1	-9.520154e-2	-1.096429e-1
3.132000e-1	-9.224262e-2	-1.074519e-1
3.134000e-1	-9.537019e-2	-1.080324e-1
3.136000e-1	-9.286181e-2	-1.069400e-1
3.138000e-1	-9.611911e-2	-1.069143e-1
3.140000e-1	-9.383331e-2	-1.063262e-1
3.142000e-1	-9.166415e-2	-1.059919e-1
3.144000e-1	-9.498212e-2	-1.055976e-1
3.146000e-1	-9.229088e-2	-1.040717e-1
3.148000e-1	-9.563512e-2	-1.034855e-1
3.150000e-1	-9.373560e-2	-1.037102e-1
3.152000e-1	-9.105036e-2	-1.021988e-1
3.154000e-1	-9.378786e-2	-1.039796e-1
3.156000e-1	-9.254879e-2	-1.054030e-1
3.158000e-1	-9.316377e-2	-1.087389e-1
3.160000e-1	-9.385263e-2	-1.121001e-1
3.162000e-1	-9.253190e-2	-1.133889e-1
3.164000e-1	-9.537886e-2	-1.148924e-1
3.166000e-1	-9.295540e-2	-1.139954e-1
3.168000e-1	-9.055251e-2	-1.131452e-1
3.170000e-1	-9.342044e-2	-1.145913e-1
3.172000e-1	-9.205735e-2	-1.158087e-1
3.174000e-1	-9.283029e-2	-1.191934e-1
3.176000e-1	-9.323116e-2	-1.224312e-1
3.178000e-1	-9.228285e-2	-1.243024e-1
3.180000e-1	-9.454520e-2	-1.269592e-1
3.182000e-1	-9.121045e-2	-1.237741e-1
3.184000e-1	-9.185845e-2	-1.271219e-1
3.186000e-1	-9.298637e-2	-1.305395e-1
3.188000e-1	-9.028074e-2	-1.289788e-1
3.190000e-1	-9.368931e-2	-1.268832e-1
3.192000e-1	-9.041251e-2	-1.238559e-1
3.194000e-1	-9.341522e-2	-1.248936e-1
3.196000e-1	-9.004862e-2	-1.216212e-1
3.198000e-1	-9.343247e-2	-1.206720e-1
3.200000e-1	-9.010031e-2	-1.174940e-1
3.202000e-1	-9.292379e-2	-1.190601e-1
3.204000e-1	-8.991245e-2	-1.167345e-1
3.206000e-1	-9.307934e-2	-1.135873e-1
3.208000e-1	-9.172091e-2	-1.148125e-1
3.210000e-1	-9.047569e-2	-1.162260e-1
3.212000e-1	-9.360261e-2	-1.130160e-1
3.214000e-1	-9.068467e-2	-1.109291e-1
3.216000e-1	-9.334309e-2	-1.128894e-1
3.218000e-1	-9.015339e-2	-1.100962e-1
3.220000e-1	-9.356765e-2	-1.081098e-1
3.222000e-1	-9.061851e-2	-1.059437e-1
3.224000e-1	-9.245426e-2	-1.090653e-1
3.226000e-1	-9.134295e-2	-1.106917e-1
3.228000e-1	-9.094579e-2	-1.132683e-1
3.230000e-1	-9.204782e-2	-1.166873e-1
3.232000e-1	-8.993469e-2	-1.164724e-1
3.234000e-1	-9.281985e-2	-1.130704e-1
3.236000e-1	-9.170940e-2	-1.146982e-1
3.238000e-1	-9.056046e-2	-1.162658e-1
3.240000e-1	-9.295386e-2	-1.129780e-1
3.242000e-1	-9.045233e-2	-1.119015e-1
3.244000e-1	-9.092405e-2	-1.151757e-1
3.246000e-1	-9.145687e-2	-1.184781e-1
3.248000e-1	-8.990620e-2	-1.193668e-1
3.250000e-1	-9.332584e-2	-1.177235e-1
3.252000e-1	-9.084508e-2	-1.166950e-1
3.254000e-1	-9.096023e-2	-1.197481e-1
3.256000e-1	-9.327693e-2	-1.165131e-1
3.258000e-1	-9.197480e-2	-1.178329e-1
3.260000e-1	-9.210121e-2	-1.208943e-1
3.262000e-1	-9.341424e-2	-1.242840e-1
3.264000e-1	-9.004750e-2	-1.210112e-1
3.266000e-1	-9.256507e-2	-1.232546e-1
3.268000e-1	-9.099676e-2	-1.241113e-1
3.270000e-1	-9.275315e-2	-1.272932e-1
3.272000e-1	-9.021687e-2	-1.261358e-1
3.274000e-1	-9.321464e-2	-1.271898e-1
3.276000e-1	-8.985299e-2	-1.239310e-1
3.278000e-1	-9.205313e-2	-1.266718e-1
3.280000e-1	-9.121513e-2	-1.286994e-1
3.282000e-1	-8.903794e-2	-1.283479e-1
3.284000e-1	-9.191920e-2	-1.249447e-1
3.286000e-1	-8.940177e-2	-1.238312e-1
3.288000e-1	-9.051494e-2	-1.272497e-1
3.290000e-1	-9.285094e-2	-1.297990e-1
3.292000e-1	-8.952196e-2	-1.266298e-1
3.294000e-1	-9.277204e-2	-1.266431e-1
3.296000e-1	-9.109623e-2	-1.273014e-1
3.298000e-1	-9.216414e-2	-1.307213e-1
3.300000e-1	-9.126639e-2	-1.326651e-1
3.302000e-1	-9.205167e-2	-1.360528e-1
3.304000e-1	-9.120653e-2	-1.380704e-1
3.306000e-1	-9.283025e-2	-1.413367e-1
3.308000e-1	-8.971066e-2	-1.387292e-1
3.310000e-1	-9.311648e-2	-1.365918e-1
3.312000e-1	-8.974493e-2	-1.333057e-1
3.314000e-1	-9.293905e-2	-1.335976e-1
3.316000e-1	-8.978776e-2	-1.309065e-1
3.318000e-1	-9.311324e-2	-1.304599e-1
3.320000e-1	-9.012373e-2	-1.281906e-1
3.322000e-1	-9.120256e-2	-1.316103e-1
3.324000e-1	-9.276289e-2	-1.349100e-1
3.326000e-1	-8.993165e-2	-1.330407e-1
3.328000e-1	-8.744225e-2	-1.319923e-1
3.330000e-1	-8.955197e-2	-1.348447e-1
3.332000e-1	-8.990724e-2	-1.380572e-1
3.334000e-1	-8.763598e-2	-1.375011e-1
3.336000e-1	-9.097183e-2	-1.348350e-1
3.338000e-1	-8.788818e-2	-1.323218e-1
3.340000e-1	-9.056422e-2	-1.342434e-1
3.342000e-1	-8.748041e-2	-1.317298e-1
3.344000e-1	-9.081643e-2	-1.290644e-1
3.346000e-1	-8.854411e-2	-1.285060e-1
3.348000e-1	-8.890142e-2	-1.317196e-1
3.350000e-1	-9.100745e-2	-1.345764e-1
3.352000e-1	-8.851130e-2	-1.335123e-1
3.354000e-1	-8.568891e-2	-1.316651e-1
3.356000e-1	-8.727187e-2	-1.349533e-1
3.358000e-1	-8.832034e-2	-1.383732e-1
3.360000e-1	-8.535570e-2	-1.361676e-1
3.362000e-1	-8.869664e-2	-1.356070e-1
3.364000e-1	-8.549635e-2	-1.327856e-1
3.366000e-1	-8.881026e-2	-1.324187e-1
3.368000e-1	-8.539037e-2	-1.289990e-1
3.370000e-1	-8.869107e-2	-1.287183e-1
3.372000e-1	-8.552412e-2	-1.259856e-1
3.374000e-1	-8.883741e-2	-1.256230e-1
3.376000e-1	-8.578352e-2	-1.231873e-1
3.378000e-1	-8.707284e-2	-1.265824e-1
3.380000e-1	-8.814741e-2	-1.300022e-1
3.382000e-1	-8.484547e-2	-1.269067e-1
3.384000e-1	-8.395076e-2	-1.288548e-1
3.386000e-1	-8.733715e-2	-1.265055e-1
3.388000e-1	-8.403405e-2	-1.234068e-1
3.390000e-1	-8.565180e-2	-1.209035e-1
3.392000e-1	-8.829678e-2	-1.174997e-1
3.394000e-1	-9.145791e-2	-1.143426e-1
3.396000e-1	-9.484517e-2	-1.120009e-1
3.398000e-1	-9.825145e-2	-1.107498e-1
3.400000e-1	-1.015189e-1	-1.106678e-1
3.402000e-1	-1.045248e-1	-1.116948e-1
3.404000e-1	-1.071744e-1	-1.136743e-1
3.406000e-1	-1.093958e-1	-1.163870e-1
3.408000e-1	-1.111371e-1	-1.195795e-1
3.410000e-1	-1.123640e-1	-1.229863e-1
3.412000e-1	-1.130576e-1	-1.263489e-1
3.414000e-1	-1.132126e-1	-1.294313e-1
3.416000e-1	-1.128364e-1	-1.320309e-1
3.418000e-1	-1.119472e-1	-1.339869e-1
3.420000e-1	-1.105734e-1	-1.351860e-1
3.422000e-1	-1.087517e-1	-1.355646e-1
3.424000e-1	-1.065265e-1	-1.351093e-1
3.426000e-1	-1.039489e-1	-1.338547e-1
3.428000e-1	-1.010751e-1	-1.318790e-1
3.430000e-1	-9.796602e-2	-1.292993e-1
3.432000e-1	-9.468606e-2	-1.262635e-1
3.434000e-1	-9.130197e-2	-1.229428e-1
3.436000e-1	-8.788203e-2	-1.195229e-1
3.438000e-1	-8.449504e-2	-1.161943e-1
3.440000e-1	-8.120930e-2	-1.131428e-1
3.442000e-1	-7.809171e-2	-1.105405e-1
3.444000e-1	-7.520670e-2	-1.085368e-1
3.446000e-1	-7.261531e-2	-1.072497e-1
3.448000e-1	-7.037416e-2	-1.067596e-1
3.450000e-1	-6.853443e-2	-1.071029e-1
3.452000e-1	-6.714085e-2	-1.082682e-1
3.454000e-1	-6.623060e-2	-1.101941e-1
3.456000e-1	-6.583225e-2	-1.127694e-1
3.458000e-1	-6.596455e-2	-1.158352e-1
3.460000e-1	-6.663529e-2	-1.191906e-1
3.462000e-1	-6.783992e-2	-1.226006e-1
3.464000e-1	-6.956011e-2	-1.258075e-1
3.466000e-1	-7.176213e-2	-1.285459e-1
3.468000e-1	-7.439488e-2	-1.305611e-1
3.470000e-1	-7.738748e-2	-1.316321e-1
3.472000e-1	-8.064611e-2	-1.315991e-1
3.474000e-1	-8.404943e-2	-1.303970e-1
3.476000e-1	-8.744127e-2	-1.280975e-1
3.478000e-1	-9.061706e-2	-1.249659e-1
3.480000e-1	-9.329160e-2	-1.215554e-1
3.482000e-1	-9.497190e-2	-1.189725e-1
3.484000e-1	-9.169337e-2	-1.159406e-1
3.486000e-1	-9.510925e-2	-1.139956e-1
3.488000e-1	-9.352444e-2	-1.148223e-1
3.490000e-1	-9.074845e-2	-1.130897e-1
3.492000e-1	-9.352870e-2	-1.147664e-1
3.494000e-1	-9.210293e-2	-1.158762e-1
3.496000e-1	-9.315923e-2	-1.192961e-1
3.498000e-1	-9.263382e-2	-1.217258e-1
3.500000e-1	-9.301101e-2	-1.249507e-1
3.502000e-1	-9.269740e-2	-1.276171e-1
3.504000e-1	-9.296614e-2	-1.307770e-1
3.506000e-1	-9.267859e-2	-1.334705e-1
3.508000e-1	-9.333229e-2	-1.368202e-1
3.510000e-1	-9.171585e-2	-1.375889e-1
3.512000e-1	-9.387723e-2	-1.403791e-1
3.514000e-1	-9.071906e-2	-1.376697e-1
3.516000e-1	-9.412225e-2	-1.364697e-1
3.518000e-1	-9.072567e-2	-1.331146e-1
3.520000e-1	-9.395773e-2	-1.332220e-1
3.522000e-1	-9.054342e-2	-1.298177e-1
3.524000e-1	-9.362602e-2	-1.305738e-1
3.526000e-1	-9.034605e-2	-1.275379e-1
3.528000e-1	-9.373876e-2	-1.252469e-1
3.530000e-1	-9.126633e-2	-1.242377e-1
3.532000e-1	-9.185030e-2	-1.275615e-1
3.534000e-1	-9.368581e-2	-1.306834e-1
3.536000e-1	-9.084921e-2	-1.288008e-1
3.538000e-1	-8.856667e-2	-1.282198e-1
3.540000e-1	-9.118301e-2	-1.302694e-1
3.542000e-1	-9.056653e-2	-1.325883e-1
3.544000e-1	-8.978600e-2	-1.346944e-1
3.546000e-1	-9.183322e-2	-1.316950e-1
3.548000e-1	-9.229169e-2	-1.349627e-1
3.550000e-1	-8.959018e-2	-1.334120e-1
3.552000e-1	-9.298917e-2	-1.322748e-1
3.554000e-1	-9.189829e-2	-1.339327e-1
3.556000e-1	-9.176204e-2	-1.367745e-1
3.558000e-1	-9.353369e-2	-1.399454e-1
3.560000e-1	-9.014561e-2	-1.366137e-1
3.562000e-1	-9.090511e-2	-1.399951e-1
3.564000e-1	-9.200726e-2	-1.434141e-1
3.566000e-1	-8.929022e-2	-1.418257e-1
3.568000e-1	-9.270346e-2	-1.398163e-1
3.570000e-1	-8.938705e-2	-1.366813e-1
3.572000e-1	-9.249462e-2	-1.373416e-1
3.574000e-1	-8.907967e-2	-1.339356e-1
3.576000e-1	-9.232319e-2	-1.339838e-1
3.578000e-1	-8.891618e-2	-1.305997e-1
3.580000e-1	-9.229847e-2	-1.296677e-1
3.582000e-1	-8.903638e-2	-1.266802e-1
3.584000e-1	-9.151861e-2	-1.289880e-1
3.586000e-1	-8.920970e-2	-1.283487e-1
3.588000e-1	-9.175772e-2	-1.305346e-1
3.590000e-1	-8.885954e-2	-1.284977e-1
3.592000e-1	-9.000184e-2	-1.266591e-1
3.594000e-1	-9.340234e-2	-1.255001e-1
3.596000e-1	-9.553222e-2	-1.283287e-1
